one,two,three,four,five,six,seven,eight,nine,ten,min,losses,draws,wins,WinRatio
1.0,1.0,1.0,1.0,19.0,19.0,2.0,20.0,34.0,2.0,1.0,1292.0,20.0,1981.0,0.6015791071970847
0.0,1.0,3.0,11.0,2.0,2.0,29.0,28.0,2.0,22.0,0.0,1247.0,66.0,1980.0,0.6012754327361068
2.0,10.0,10.0,2.0,20.0,2.0,2.0,24.0,2.0,26.0,2.0,1277.0,36.0,1980.0,0.6012754327361068
3.0,3.0,4.0,12.0,13.0,22.0,18.0,13.0,6.0,6.0,3.0,1266.0,47.0,1980.0,0.6012754327361068
0.0,0.0,1.0,15.0,1.0,1.0,26.0,26.0,30.0,0.0,0.0,1288.0,25.0,1980.0,0.6012754327361068
2.0,2.0,9.0,12.0,14.0,16.0,2.0,2.0,2.0,39.0,2.0,1286.0,28.0,1979.0,0.600971758275129
0.0,0.0,3.0,3.0,19.0,21.0,3.0,23.0,25.0,3.0,0.0,1284.0,32.0,1977.0,0.6003644093531734
1.0,1.0,1.0,13.0,3.0,3.0,3.0,25.0,25.0,25.0,1.0,1243.0,73.0,1977.0,0.6003644093531734
0.0,0.0,0.0,20.0,0.0,25.0,0.0,30.0,0.0,25.0,0.0,1302.0,15.0,1976.0,0.6000607348921956
1.0,4.0,1.0,1.0,1.0,1.0,1.0,30.0,32.0,28.0,1.0,1265.0,52.0,1976.0,0.6000607348921956
5.0,7.0,10.0,13.0,14.0,15.0,3.0,3.0,3.0,27.0,3.0,1264.0,53.0,1976.0,0.6000607348921956
0.0,5.0,6.0,9.0,15.0,1.0,26.0,31.0,4.0,3.0,0.0,1258.0,59.0,1976.0,0.6000607348921956
2.0,4.0,8.0,12.0,3.0,19.0,2.0,6.0,12.0,32.0,2.0,1271.0,46.0,1976.0,0.6000607348921956
2.0,4.0,5.0,6.0,6.0,6.0,28.0,6.0,6.0,31.0,2.0,1263.0,56.0,1974.0,0.5994533859702399
1.0,1.0,1.0,1.0,17.0,20.0,1.0,27.0,30.0,1.0,1.0,1295.0,24.0,1974.0,0.5994533859702399
1.0,5.0,7.0,10.0,12.0,2.0,26.0,30.0,3.0,4.0,1.0,1269.0,51.0,1973.0,0.5991497115092621
1.0,2.0,4.0,6.0,15.0,2.0,28.0,32.0,5.0,5.0,1.0,1289.0,31.0,1973.0,0.5991497115092621
0.0,0.0,17.0,1.0,1.0,16.0,3.0,3.0,29.0,30.0,0.0,1277.0,44.0,1972.0,0.5988460370482842
1.0,1.0,2.0,2.0,22.0,23.0,25.0,2.0,2.0,20.0,1.0,1286.0,35.0,1972.0,0.5988460370482842
0.0,5.0,8.0,10.0,13.0,1.0,26.0,31.0,3.0,3.0,0.0,1272.0,50.0,1971.0,0.5985423625873064
8.0,10.0,1.0,1.0,1.0,1.0,1.0,33.0,22.0,22.0,1.0,1304.0,18.0,1971.0,0.5985423625873064
12.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,29.0,29.0,0.0,1309.0,14.0,1970.0,0.5982386881263285
4.0,1.0,1.0,1.0,1.0,1.0,1.0,30.0,30.0,30.0,1.0,1181.0,142.0,1970.0,0.5982386881263285
1.0,3.0,6.0,12.0,20.0,3.0,25.0,20.0,4.0,6.0,1.0,1242.0,81.0,1970.0,0.5982386881263285
5.0,5.0,5.0,3.0,3.0,19.0,1.0,2.0,27.0,30.0,1.0,1274.0,50.0,1969.0,0.5979350136653507
0.0,0.0,1.0,1.0,14.0,20.0,5.0,27.0,30.0,2.0,0.0,1300.0,25.0,1968.0,0.597631339204373
4.0,4.0,0.0,0.0,0.0,0.0,0.0,32.0,30.0,30.0,0.0,1225.0,100.0,1968.0,0.597631339204373
10.0,0.0,10.0,0.0,20.0,0.0,0.0,0.0,30.0,30.0,0.0,1277.0,48.0,1968.0,0.597631339204373
2.0,3.0,5.0,8.0,2.0,22.0,23.0,4.0,27.0,4.0,2.0,1254.0,71.0,1968.0,0.597631339204373
2.0,5.0,8.0,11.0,3.0,17.0,3.0,21.0,25.0,5.0,2.0,1280.0,45.0,1968.0,0.597631339204373
0.0,9.0,11.0,13.0,16.0,3.0,3.0,3.0,21.0,21.0,0.0,1279.0,46.0,1968.0,0.597631339204373
2.0,6.0,2.0,12.0,2.0,18.0,2.0,28.0,10.0,18.0,2.0,1286.0,40.0,1967.0,0.597327664743395
0.0,1.0,4.0,11.0,11.0,17.0,18.0,4.0,6.0,28.0,0.0,1242.0,84.0,1967.0,0.597327664743395
6.0,6.0,10.0,12.0,12.0,15.0,3.0,3.0,3.0,30.0,3.0,1284.0,43.0,1966.0,0.5970239902824173
0.0,2.0,3.0,16.0,2.0,3.0,23.0,24.0,24.0,3.0,0.0,1287.0,40.0,1966.0,0.5970239902824173
1.0,1.0,1.0,1.0,14.0,14.0,1.0,31.0,31.0,5.0,1.0,1287.0,41.0,1965.0,0.5967203158214394
0.0,0.0,3.0,3.0,20.0,16.0,3.0,20.0,24.0,11.0,0.0,1272.0,56.0,1965.0,0.5967203158214394
3.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,33.0,33.0,0.0,1115.0,213.0,1965.0,0.5967203158214394
2.0,3.0,3.0,6.0,6.0,16.0,21.0,31.0,6.0,6.0,2.0,1288.0,41.0,1964.0,0.5964166413604616
0.0,0.0,11.0,12.0,17.0,0.0,25.0,0.0,35.0,0.0,0.0,1299.0,30.0,1964.0,0.5964166413604616
1.0,6.0,5.0,1.0,1.0,1.0,20.0,1.0,32.0,32.0,1.0,1274.0,56.0,1963.0,0.5961129668994838
0.0,0.0,9.0,0.0,0.0,20.0,0.0,0.0,30.0,41.0,0.0,1303.0,27.0,1963.0,0.5961129668994838
0.0,0.0,17.0,0.0,0.0,0.0,29.0,23.0,2.0,29.0,0.0,1317.0,14.0,1962.0,0.5958092924385059
4.0,5.0,7.0,8.0,10.0,5.0,23.0,25.0,6.0,7.0,4.0,1227.0,104.0,1962.0,0.5958092924385059
0.0,2.0,8.0,2.0,2.0,14.0,2.0,2.0,34.0,34.0,0.0,1283.0,48.0,1962.0,0.5958092924385059
0.0,0.0,12.0,0.0,0.0,0.0,25.0,25.0,0.0,33.0,0.0,1296.0,36.0,1961.0,0.5955056179775281
12.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,29.0,30.0,0.0,1312.0,21.0,1960.0,0.5952019435165503
12.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,29.0,30.0,0.0,1312.0,21.0,1960.0,0.5952019435165503
6.0,6.0,0.0,0.0,0.0,28.0,0.0,0.0,30.0,30.0,0.0,1300.0,33.0,1960.0,0.5952019435165503
0.0,0.0,0.0,0.0,23.0,24.0,1.0,25.0,26.0,1.0,0.0,1326.0,8.0,1959.0,0.5948982690555724
3.0,8.0,10.0,12.0,12.0,22.0,11.0,7.0,7.0,8.0,3.0,1285.0,49.0,1959.0,0.5948982690555724
2.0,3.0,4.0,5.0,6.0,22.0,6.0,22.0,22.0,8.0,2.0,1281.0,54.0,1958.0,0.5945945945945946
1.0,1.0,11.0,1.0,1.0,1.0,1.0,21.0,32.0,30.0,1.0,1290.0,45.0,1958.0,0.5945945945945946
0.0,5.0,5.0,5.0,13.0,8.0,2.0,32.0,22.0,8.0,0.0,1262.0,74.0,1957.0,0.5942909201336167
0.0,10.0,0.0,0.0,0.0,0.0,0.0,25.0,30.0,35.0,0.0,1319.0,17.0,1957.0,0.5942909201336167
1.0,4.0,4.0,4.0,16.0,21.0,22.0,4.0,11.0,13.0,1.0,1207.0,130.0,1956.0,0.5939872456726389
1.0,4.0,7.0,10.0,13.0,2.0,26.0,30.0,3.0,4.0,1.0,1287.0,50.0,1956.0,0.5939872456726389
1.0,4.0,0.0,0.0,20.0,20.0,21.0,21.0,7.0,6.0,0.0,1291.0,46.0,1956.0,0.5939872456726389
0.0,0.0,0.0,7.0,23.0,5.0,4.0,3.0,34.0,24.0,0.0,1290.0,47.0,1956.0,0.5939872456726389
4.0,4.0,5.0,16.0,21.0,26.0,4.0,4.0,8.0,8.0,4.0,1301.0,36.0,1956.0,0.5939872456726389
2.0,2.0,2.0,16.0,2.0,2.0,18.0,23.0,30.0,3.0,2.0,1310.0,28.0,1955.0,0.5936835712116612
0.0,2.0,3.0,3.0,4.0,22.0,26.0,3.0,31.0,6.0,0.0,1261.0,77.0,1955.0,0.5936835712116612
4.0,3.0,6.0,2.0,3.0,6.0,3.0,30.0,21.0,22.0,2.0,1239.0,99.0,1955.0,0.5936835712116612
3.0,3.0,6.0,11.0,14.0,2.0,27.0,27.0,2.0,5.0,2.0,1288.0,51.0,1954.0,0.5933798967506833
1.0,1.0,1.0,22.0,3.0,22.0,3.0,22.0,3.0,22.0,1.0,1303.0,36.0,1954.0,0.5933798967506833
3.0,3.0,13.0,2.0,4.0,1.0,27.0,30.0,10.0,7.0,1.0,1310.0,29.0,1954.0,0.5933798967506833
6.0,8.0,10.0,12.0,14.0,17.0,4.0,4.0,5.0,20.0,4.0,1303.0,37.0,1953.0,0.5930762222897055
0.0,3.0,4.0,5.0,18.0,5.0,27.0,2.0,29.0,7.0,0.0,1286.0,54.0,1953.0,0.5930762222897055
0.0,5.0,9.0,12.0,21.0,19.0,5.0,5.0,0.0,24.0,0.0,1251.0,90.0,1952.0,0.5927725478287276
2.0,4.0,8.0,10.0,12.0,2.0,27.0,27.0,4.0,4.0,2.0,1286.0,55.0,1952.0,0.5927725478287276
0.0,0.0,5.0,5.0,16.0,6.0,22.0,8.0,28.0,10.0,0.0,1294.0,48.0,1951.0,0.5924688733677498
13.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,29.0,29.0,0.0,1333.0,10.0,1950.0,0.592165198906772
2.0,4.0,7.0,10.0,12.0,2.0,27.0,28.0,4.0,4.0,2.0,1294.0,49.0,1950.0,0.592165198906772
1.0,1.0,1.0,1.0,16.0,16.0,2.0,29.0,30.0,3.0,1.0,1315.0,28.0,1950.0,0.592165198906772
1.0,1.0,6.0,9.0,1.0,13.0,26.0,4.0,4.0,35.0,1.0,1272.0,72.0,1949.0,0.5918615244457941
0.0,0.0,0.0,0.0,25.0,25.0,25.0,0.0,0.0,25.0,0.0,1323.0,21.0,1949.0,0.5918615244457941
0.0,0.0,0.0,0.0,25.0,25.0,25.0,0.0,0.0,25.0,0.0,1323.0,21.0,1949.0,0.5918615244457941
0.0,3.0,3.0,3.0,16.0,16.0,21.0,26.0,6.0,6.0,0.0,1294.0,51.0,1948.0,0.5915578499848163
4.0,4.0,3.0,2.0,14.0,2.0,26.0,33.0,5.0,7.0,2.0,1320.0,26.0,1947.0,0.5912541755238384
0.0,0.0,0.0,0.0,20.0,23.0,0.0,30.0,27.0,0.0,0.0,1326.0,21.0,1946.0,0.5909505010628606
1.0,6.0,1.0,13.0,1.0,21.0,24.0,1.0,31.0,1.0,1.0,1315.0,32.0,1946.0,0.5909505010628606
4.0,6.0,4.0,11.0,12.0,4.0,9.0,4.0,34.0,12.0,4.0,1300.0,47.0,1946.0,0.5909505010628606
2.0,3.0,4.0,10.0,2.0,24.0,20.0,2.0,3.0,30.0,2.0,1238.0,109.0,1946.0,0.5909505010628606
4.0,6.0,4.0,11.0,12.0,4.0,9.0,4.0,34.0,12.0,4.0,1300.0,47.0,1946.0,0.5909505010628606
1.0,6.0,8.0,10.0,12.0,1.0,26.0,30.0,2.0,4.0,1.0,1296.0,51.0,1946.0,0.5909505010628606
5.0,7.0,8.0,10.0,15.0,20.0,26.0,3.0,3.0,3.0,3.0,1268.0,79.0,1946.0,0.5909505010628606
0.0,0.0,10.0,0.0,0.0,0.0,0.0,30.0,30.0,30.0,0.0,1313.0,36.0,1944.0,0.5903431521409049
1.0,1.0,1.0,1.0,16.0,20.0,25.0,10.0,2.0,23.0,1.0,1299.0,50.0,1944.0,0.5903431521409049
0.0,0.0,10.0,0.0,0.0,0.0,0.0,30.0,30.0,30.0,0.0,1313.0,36.0,1944.0,0.5903431521409049
0.0,0.0,1.0,13.0,2.0,4.0,30.0,31.0,13.0,6.0,0.0,1304.0,45.0,1944.0,0.5903431521409049
3.0,5.0,8.0,1.0,1.0,15.0,2.0,2.0,30.0,33.0,1.0,1294.0,56.0,1943.0,0.5900394776799271
1.0,4.0,3.0,2.0,12.0,13.0,2.0,27.0,30.0,6.0,1.0,1274.0,76.0,1943.0,0.5900394776799271
0.0,0.0,3.0,9.0,12.0,22.0,6.0,32.0,8.0,8.0,0.0,1229.0,121.0,1943.0,0.5900394776799271
3.0,5.0,8.0,10.0,13.0,3.0,24.0,26.0,4.0,4.0,3.0,1296.0,55.0,1942.0,0.5897358032189493
1.0,1.0,2.0,2.0,17.0,17.0,17.0,4.0,1.0,38.0,1.0,1312.0,39.0,1942.0,0.5897358032189493
0.0,0.0,3.0,3.0,16.0,6.0,16.0,21.0,4.0,31.0,0.0,1276.0,75.0,1942.0,0.5897358032189493
6.0,8.0,11.0,14.0,17.0,20.0,6.0,6.0,6.0,6.0,6.0,1314.0,37.0,1942.0,0.5897358032189493
1.0,5.0,8.0,10.0,13.0,1.0,26.0,30.0,3.0,3.0,1.0,1314.0,38.0,1941.0,0.5894321287579715
3.0,5.0,3.0,15.0,15.0,23.0,5.0,5.0,6.0,17.0,3.0,1297.0,55.0,1941.0,0.5894321287579715
10.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,37.0,28.0,0.0,1308.0,44.0,1941.0,0.5894321287579715
1.0,3.0,8.0,2.0,15.0,25.0,28.0,6.0,6.0,6.0,1.0,1266.0,86.0,1941.0,0.5894321287579715
10.0,2.0,2.0,2.0,2.0,2.0,5.0,25.0,25.0,25.0,2.0,1289.0,63.0,1941.0,0.5894321287579715
1.0,2.0,5.0,7.0,10.0,1.0,27.0,35.0,6.0,6.0,1.0,1291.0,62.0,1940.0,0.5891284542969937
3.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,31.0,34.0,0.0,1119.0,234.0,1940.0,0.5891284542969937
2.0,1.0,11.0,8.0,2.0,17.0,24.0,5.0,3.0,27.0,1.0,1316.0,38.0,1939.0,0.5888247798360158
2.0,5.0,5.0,2.0,2.0,16.0,2.0,2.0,32.0,32.0,2.0,1242.0,113.0,1938.0,0.588521105375038
0.0,2.0,3.0,4.0,3.0,22.0,17.0,26.0,18.0,5.0,0.0,1300.0,55.0,1938.0,0.588521105375038
4.0,8.0,7.0,8.0,13.0,16.0,4.0,5.0,22.0,13.0,4.0,1299.0,56.0,1938.0,0.588521105375038
2.0,7.0,10.0,12.0,12.0,25.0,1.0,25.0,3.0,3.0,1.0,1316.0,39.0,1938.0,0.588521105375038
3.0,5.0,6.0,8.0,4.0,18.0,17.0,28.0,4.0,7.0,3.0,1271.0,84.0,1938.0,0.588521105375038
3.0,5.0,4.0,6.0,6.0,1.0,30.0,33.0,6.0,6.0,1.0,1307.0,48.0,1938.0,0.588521105375038
2.0,3.0,8.0,10.0,14.0,7.0,6.0,5.0,21.0,24.0,2.0,1298.0,58.0,1937.0,0.5882174309140601
0.0,0.0,0.0,20.0,2.0,2.0,23.0,25.0,26.0,2.0,0.0,1341.0,15.0,1937.0,0.5882174309140601
0.0,4.0,1.0,10.0,1.0,18.0,1.0,30.0,2.0,33.0,0.0,1292.0,64.0,1937.0,0.5882174309140601
5.0,7.0,9.0,11.0,15.0,21.0,25.0,2.0,2.0,3.0,2.0,1278.0,79.0,1936.0,0.5879137564530823
1.0,1.0,1.0,15.0,16.0,13.0,3.0,1.0,21.0,28.0,1.0,1316.0,41.0,1936.0,0.5879137564530823
0.0,2.0,2.0,2.0,12.0,16.0,2.0,27.0,35.0,2.0,0.0,1316.0,41.0,1936.0,0.5879137564530823
5.0,7.0,9.0,11.0,15.0,21.0,25.0,2.0,2.0,3.0,2.0,1278.0,79.0,1936.0,0.5879137564530823
4.0,4.0,0.0,0.0,0.0,0.0,0.0,27.0,31.0,34.0,0.0,1268.0,90.0,1935.0,0.5876100819921045
1.0,6.0,1.0,14.0,1.0,20.0,1.0,25.0,1.0,30.0,1.0,1307.0,51.0,1935.0,0.5876100819921045
12.0,0.0,1.0,1.0,1.0,1.0,1.0,25.0,28.0,30.0,0.0,1341.0,18.0,1934.0,0.5873064075311266
2.0,2.0,2.0,17.0,2.0,3.0,28.0,3.0,36.0,5.0,2.0,1341.0,18.0,1934.0,0.5873064075311266
2.0,6.0,11.0,16.0,16.0,21.0,3.0,3.0,11.0,11.0,2.0,1316.0,44.0,1933.0,0.5870027330701488
7.0,9.0,11.0,13.0,13.0,15.0,17.0,5.0,5.0,5.0,5.0,1317.0,43.0,1933.0,0.5870027330701488
6.0,3.0,3.0,16.0,3.0,22.0,31.0,4.0,4.0,8.0,3.0,1321.0,39.0,1933.0,0.5870027330701488
0.0,3.0,6.0,1.0,12.0,20.0,24.0,23.0,6.0,5.0,0.0,1253.0,108.0,1932.0,0.5866990586091709
2.0,2.0,18.0,4.0,2.0,19.0,3.0,4.0,20.0,26.0,2.0,1307.0,54.0,1932.0,0.5866990586091709
3.0,6.0,11.0,16.0,16.0,21.0,3.0,3.0,10.0,11.0,3.0,1319.0,42.0,1932.0,0.5866990586091709
2.0,3.0,10.0,10.0,10.0,5.0,20.0,30.0,5.0,5.0,2.0,1255.0,106.0,1932.0,0.5866990586091709
0.0,1.0,3.0,6.0,15.0,18.0,0.0,0.0,27.0,30.0,0.0,1297.0,64.0,1932.0,0.5866990586091709
7.0,0.0,0.0,1.0,1.0,1.0,1.0,26.0,41.0,22.0,0.0,1324.0,38.0,1931.0,0.5863953841481931
2.0,8.0,2.0,13.0,18.0,2.0,2.0,23.0,28.0,2.0,2.0,1342.0,21.0,1930.0,0.5860917096872154
0.0,0.0,10.0,0.0,0.0,16.0,0.0,0.0,35.0,39.0,0.0,1349.0,14.0,1930.0,0.5860917096872154
4.0,7.0,10.0,13.0,16.0,19.0,22.0,3.0,3.0,3.0,3.0,1291.0,73.0,1929.0,0.5857880352262375
1.0,2.0,3.0,8.0,10.0,20.0,21.0,23.0,6.0,6.0,1.0,1288.0,77.0,1928.0,0.5854843607652597
4.0,6.0,1.0,18.0,20.0,23.0,1.0,2.0,2.0,23.0,1.0,1260.0,105.0,1928.0,0.5854843607652597
1.0,6.0,6.0,15.0,6.0,6.0,6.0,6.0,42.0,6.0,1.0,1337.0,29.0,1927.0,0.5851806863042818
0.0,0.0,0.0,11.0,0.0,0.0,25.0,31.0,32.0,1.0,0.0,1344.0,22.0,1927.0,0.5851806863042818
4.0,4.0,6.0,10.0,10.0,1.0,1.0,1.0,33.0,30.0,1.0,1316.0,51.0,1926.0,0.584877011843304
0.0,0.0,0.0,19.0,0.0,0.0,26.0,27.0,28.0,0.0,0.0,1350.0,17.0,1926.0,0.584877011843304
7.0,8.0,0.0,0.0,0.0,0.0,25.0,30.0,0.0,30.0,0.0,1340.0,27.0,1926.0,0.584877011843304
0.0,0.0,9.0,0.0,0.0,0.0,0.0,30.0,31.0,30.0,0.0,1330.0,38.0,1925.0,0.5845733373823262
1.0,1.0,2.0,4.0,13.0,8.0,26.0,7.0,33.0,5.0,1.0,1319.0,50.0,1924.0,0.5842696629213483
3.0,3.0,3.0,8.0,13.0,14.0,18.0,26.0,6.0,6.0,3.0,1323.0,46.0,1924.0,0.5842696629213483
0.0,3.0,3.0,11.0,13.0,16.0,4.0,4.0,22.0,24.0,0.0,1293.0,76.0,1924.0,0.5842696629213483
1.0,4.0,6.0,0.0,0.0,20.0,0.0,21.0,33.0,15.0,0.0,1298.0,72.0,1923.0,0.5839659884603705
0.0,0.0,2.0,2.0,22.0,4.0,22.0,22.0,4.0,22.0,0.0,1312.0,58.0,1923.0,0.5839659884603705
0.0,2.0,2.0,10.0,4.0,15.0,3.0,33.0,21.0,10.0,0.0,1320.0,50.0,1923.0,0.5839659884603705
3.0,3.0,4.0,6.0,6.0,3.0,3.0,34.0,4.0,34.0,3.0,1323.0,48.0,1922.0,0.5836623139993926
2.0,7.0,6.0,8.0,3.0,19.0,0.0,21.0,25.0,9.0,0.0,1315.0,56.0,1922.0,0.5836623139993926
0.0,0.0,0.0,19.0,0.0,0.0,27.0,27.0,27.0,0.0,0.0,1357.0,14.0,1922.0,0.5836623139993926
1.0,1.0,1.0,8.0,15.0,16.0,5.0,5.0,25.0,23.0,1.0,1328.0,44.0,1921.0,0.5833586395384148
1.0,1.0,2.0,15.0,2.0,2.0,17.0,27.0,31.0,2.0,1.0,1335.0,37.0,1921.0,0.5833586395384148
3.0,3.0,11.0,15.0,18.0,11.0,22.0,6.0,4.0,7.0,3.0,1336.0,36.0,1921.0,0.5833586395384148
0.0,1.0,1.0,2.0,3.0,22.0,22.0,23.0,3.0,23.0,0.0,1316.0,57.0,1920.0,0.583054965077437
2.0,2.0,2.0,5.0,20.0,26.0,3.0,3.0,31.0,5.0,2.0,1321.0,52.0,1920.0,0.583054965077437
3.0,6.0,8.0,3.0,17.0,22.0,28.0,3.0,4.0,6.0,3.0,1338.0,35.0,1920.0,0.583054965077437
1.0,4.0,0.0,0.0,0.0,0.0,27.0,0.0,34.0,34.0,0.0,1333.0,41.0,1919.0,0.5827512906164591
3.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,33.0,34.0,0.0,1162.0,212.0,1919.0,0.5827512906164591
3.0,1.0,0.0,0.0,0.0,0.0,0.0,31.0,32.0,33.0,0.0,1165.0,210.0,1918.0,0.5824476161554814
1.0,7.0,1.0,12.0,1.0,19.0,1.0,26.0,1.0,31.0,1.0,1341.0,34.0,1918.0,0.5824476161554814
1.0,3.0,5.0,5.0,5.0,5.0,5.0,32.0,5.0,34.0,1.0,1275.0,100.0,1918.0,0.5824476161554814
2.0,2.0,8.0,12.0,2.0,21.0,23.0,26.0,2.0,2.0,2.0,1360.0,15.0,1918.0,0.5824476161554814
0.0,4.0,5.0,2.0,12.0,19.0,2.0,2.0,24.0,30.0,0.0,1304.0,71.0,1918.0,0.5824476161554814
4.0,6.0,8.0,13.0,18.0,8.0,5.0,23.0,7.0,8.0,4.0,1328.0,47.0,1918.0,0.5824476161554814
0.0,1.0,5.0,2.0,5.0,16.0,28.0,30.0,6.0,7.0,0.0,1323.0,53.0,1917.0,0.5821439416945035
1.0,3.0,4.0,6.0,4.0,5.0,25.0,36.0,8.0,8.0,1.0,1343.0,33.0,1917.0,0.5821439416945035
3.0,3.0,9.0,12.0,3.0,16.0,17.0,29.0,4.0,4.0,3.0,1312.0,64.0,1917.0,0.5821439416945035
1.0,5.0,6.0,11.0,16.0,18.0,2.0,1.0,15.0,25.0,1.0,1309.0,68.0,1916.0,0.5818402672335257
10.0,1.0,1.0,1.0,1.0,1.0,1.0,39.0,20.0,25.0,1.0,1334.0,43.0,1916.0,0.5818402672335257
5.0,7.0,9.0,2.0,2.0,13.0,27.0,2.0,28.0,5.0,2.0,1303.0,74.0,1916.0,0.5818402672335257
0.0,0.0,12.0,12.0,0.0,24.0,0.0,0.0,28.0,24.0,0.0,1337.0,40.0,1916.0,0.5818402672335257
1.0,7.0,1.0,1.0,14.0,18.0,21.0,33.0,2.0,2.0,1.0,1360.0,18.0,1915.0,0.5815365927725479
0.0,0.0,3.0,1.0,12.0,17.0,2.0,31.0,2.0,32.0,0.0,1301.0,77.0,1915.0,0.5815365927725479
2.0,1.0,5.0,20.0,4.0,20.0,4.0,20.0,4.0,20.0,1.0,1332.0,47.0,1914.0,0.58123291831157
1.0,1.0,2.0,3.0,4.0,21.0,27.0,28.0,6.0,7.0,1.0,1332.0,47.0,1914.0,0.58123291831157
3.0,2.0,4.0,4.0,3.0,24.0,26.0,3.0,4.0,27.0,2.0,1304.0,75.0,1914.0,0.58123291831157
1.0,1.0,2.0,3.0,4.0,21.0,27.0,28.0,6.0,7.0,1.0,1332.0,47.0,1914.0,0.58123291831157
2.0,11.0,11.0,11.0,17.0,17.0,3.0,3.0,3.0,22.0,2.0,1346.0,34.0,1913.0,0.5809292438505922
2.0,6.0,1.0,2.0,13.0,17.0,22.0,30.0,4.0,3.0,1.0,1339.0,41.0,1913.0,0.5809292438505922
4.0,2.0,6.0,11.0,12.0,2.0,26.0,31.0,2.0,4.0,2.0,1322.0,59.0,1912.0,0.5806255693896143
2.0,2.0,7.0,10.0,13.0,17.0,8.0,10.0,8.0,23.0,2.0,1326.0,55.0,1912.0,0.5806255693896143
0.0,0.0,0.0,0.0,16.0,19.0,0.0,30.0,35.0,0.0,0.0,1356.0,25.0,1912.0,0.5806255693896143
3.0,6.0,7.0,8.0,2.0,13.0,15.0,1.0,33.0,12.0,1.0,1324.0,58.0,1911.0,0.5803218949286365
3.0,6.0,7.0,8.0,2.0,13.0,15.0,1.0,33.0,12.0,1.0,1324.0,58.0,1911.0,0.5803218949286365
3.0,6.0,7.0,8.0,2.0,13.0,15.0,1.0,33.0,12.0,1.0,1324.0,58.0,1911.0,0.5803218949286365
2.0,4.0,6.0,9.0,13.0,2.0,27.0,31.0,3.0,3.0,2.0,1344.0,38.0,1911.0,0.5803218949286365
0.0,14.0,0.0,0.0,0.0,0.0,0.0,28.0,29.0,29.0,0.0,1367.0,15.0,1911.0,0.5803218949286365
4.0,4.0,4.0,5.0,5.0,16.0,5.0,5.0,21.0,31.0,4.0,1315.0,68.0,1910.0,0.5800182204676587
5.0,5.0,0.0,0.0,0.0,0.0,0.0,30.0,30.0,30.0,0.0,1313.0,70.0,1910.0,0.5800182204676587
5.0,5.0,0.0,0.0,0.0,0.0,0.0,30.0,30.0,30.0,0.0,1313.0,70.0,1910.0,0.5800182204676587
2.0,5.0,8.0,14.0,2.0,2.0,2.0,31.0,2.0,32.0,2.0,1107.0,276.0,1910.0,0.5800182204676587
2.0,4.0,9.0,17.0,22.0,16.0,5.0,7.0,5.0,13.0,2.0,1341.0,43.0,1909.0,0.5797145460066808
9.0,2.0,3.0,3.0,4.0,1.0,3.0,33.0,36.0,6.0,1.0,1361.0,24.0,1908.0,0.579410871545703
1.0,2.0,22.0,1.0,1.0,22.0,1.0,1.0,27.0,22.0,1.0,1367.0,18.0,1908.0,0.579410871545703
2.0,4.0,8.0,2.0,14.0,2.0,22.0,2.0,22.0,22.0,2.0,1327.0,58.0,1908.0,0.579410871545703
2.0,5.0,6.0,8.0,10.0,20.0,31.0,6.0,6.0,6.0,2.0,1251.0,135.0,1907.0,0.5791071970847251
3.0,3.0,3.0,5.0,16.0,20.0,6.0,19.0,7.0,18.0,3.0,1323.0,63.0,1907.0,0.5791071970847251
1.0,1.0,10.0,1.0,1.0,1.0,1.0,21.0,27.0,36.0,1.0,1342.0,44.0,1907.0,0.5791071970847251
2.0,2.0,12.0,2.0,2.0,12.0,2.0,2.0,32.0,32.0,2.0,1357.0,29.0,1907.0,0.5791071970847251
1.0,1.0,1.0,18.0,1.0,1.0,18.0,26.0,32.0,1.0,1.0,1362.0,24.0,1907.0,0.5791071970847251
0.0,0.0,6.0,3.0,12.0,17.0,27.0,27.0,3.0,5.0,0.0,1296.0,91.0,1906.0,0.5788035226237473
0.0,0.0,0.0,14.0,0.0,26.0,0.0,38.0,0.0,22.0,0.0,1374.0,14.0,1905.0,0.5784998481627696
0.0,0.0,0.0,0.0,21.0,21.0,0.0,29.0,29.0,0.0,0.0,1372.0,16.0,1905.0,0.5784998481627696
2.0,2.0,2.0,10.0,10.0,20.0,2.0,2.0,25.0,25.0,2.0,1341.0,47.0,1905.0,0.5784998481627696
0.0,1.0,4.0,6.0,8.0,12.0,24.0,32.0,6.0,7.0,0.0,1346.0,42.0,1905.0,0.5784998481627696
1.0,3.0,3.0,5.0,7.0,3.0,28.0,10.0,31.0,9.0,1.0,1348.0,40.0,1905.0,0.5784998481627696
2.0,7.0,12.0,16.0,21.0,23.0,4.0,3.0,6.0,6.0,2.0,1349.0,40.0,1904.0,0.5781961737017917
